"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"Captura de tela de 2017-01-17 08-34-26.png","","https://lh3.googleusercontent.com/-smUup2AAdyo/WH5XzJDez4I/AAAAAAAAAvs/qTIKb5RlWdAvIHX0kicKa3ZFWdFIU_bsQCLABGAYYCw/s0-d/Captura%2Bde%2Btela%2Bde%2B2017-01-17%2B08-34-26.png","","1319","17 Jan 2017, 17:43:40 UTC","5 Feb 2019, 22:50:16 UTC","0.0","0.0","0.0","0.0","","","","what is the output of &quot;sudo apt update &amp;&amp; sudo apt dist-upgrade&quot; ?  It may be a glitch with a badly installed kernel?  If when booting, press shift to display grub and choose an older kernel to boot with.  Does your internet work then?","","","","","","","","","","","0","0"
