"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"budgie-desktop-v10.4-release-small.jpg","@UbuntuBudgie are pleased to announce budgie desktop v10.4 for all users of #debian and #Ubuntu - Grab it now! https://goo.gl/krrXNs","https://lh3.googleusercontent.com/-hJKiNio039s/WaR0FMri1eI/AAAAAAAABGI/GddU-D9cwfYnLGISehSVAJ-8LQHsIOeIACLABGAYYCw/s0-d/budgie-desktop-v10.4-release-small.jpg","","2680","Aug 28, 2017, 7:50:43 PM UTC","Feb 6, 2019, 3:04:03 PM UTC","0.0","0.0","0.0","0.0","","","","Excelente noticia, solo una pregunta: es posible instalar Budgie-desktop 10.4 en Debian stretch (stable)?.<br /><br />actualmente solo se puede instalar la versión 10.2.9 desde la terminal.<br />; Cristian - unfortunately Debian does not have PPA&#39;s :(  Thus the only way to install this in stretch is to compile it yourself.; Debian can use PPAs from Ubuntu. Simply you have to add the repo line to /etc/apt/sources.list.d/nameoftherepo.list and add the public key for the repo. Or install in your Debian the package &#39;software-properties-common&#39; and add the PPA like in Ubuntu. But, only use PPAs for Xenial 16.04 that is the LTS.; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/108858201130182415326"" oid=""108858201130182415326"">Tatoconlinux</a></span> please don&#39;t do that - stretch is GTK+3.22 based.  Ubuntu 16.04 is GTK+3.18 based.  Very different - it really isnt recommended to install compiled packages from one distro into another.  The closest package set to Stretch is currently Ubuntu 17.04 - similar but not the same.; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/105443620538611063942"" oid=""105443620538611063942"">Cristian Camilo Tabares Villanueva</a></span> si !!! Yo lo instale en deepin osea que en debian corre mejor; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/107213907500331717649"" oid=""107213907500331717649"">dilan olaya</a></span> 😲 instalaste budgie desktop? podrías subir algún tutorial o algo parecido? ; En la última actualización se instalo ","; ; ; ; ; ; ","; ; ; ; ; ; ","","","","","","","","","0","0"
